Date,country,lat,long,confirmed,death,recovered
2020-04-02,Iran,32,53,2875,124,1238
2020-04-03,Iran,32,53,2715,134,1224
2020-04-04,Iran,32,53,2560,158,1801
2020-04-05,Iran,32,53,2483,151,0
2020-04-06,Iran,32,53,2274,136,4500
2020-04-07,Iran,32,53,2089,133,2803
2020-04-08,Iran,32,53,1997,121,2773
2020-04-09,Iran,32,53,1634,117,2497
2020-04-10,Iran,32,53,1972,122,3156
2020-04-11,Iran,32,53,1837,125,6482
2020-04-12,Iran,32,53,1657,117,1947
2020-04-13,Iran,32,53,1617,111,2089
2020-04-14,Iran,32,53,1574,98,2146
2020-04-15,Iran,32,53,1512,94,1804
2020-04-16,Iran,32,53,1606,92,2296
2020-04-17,Iran,32,53,1499,89,1835
2020-04-18,Iran,32,53,1374,73,1923
2020-04-19,Iran,32,53,1343,87,1036
2020-04-20,Iran,32,53,1294,91,2250
2020-04-21,Iran,32,53,1297,88,1692
2020-04-22,Iran,32,53,1194,94,2148
2020-04-23,Iran,32,53,1030,90,1730
2020-04-24,Iran,32,53,1168,93,1756
2020-04-25,Iran,32,53,1134,76,1594
2020-04-26,Iran,32,53,1153,60,1464
2020-04-27,Iran,32,53,991,96,1276
2020-04-28,Iran,32,53,1112,71,1506
2020-04-29,Iran,32,53,1073,80,1352
2020-04-30,Iran,32,53,983,71,1312
2020-05-01,Iran,32,53,1006,63,1215
2020-05-02,Iran,32,53,802,65,1032
2020-05-03,Iran,32,53,976,47,1072
2020-05-04,Iran,32,53,1223,74,957
2020-05-05,Iran,32,53,1323,63,1096
2020-05-06,Iran,32,53,1680,78,1112
2020-05-07,Iran,32,53,1485,68,1157
2020-05-08,Iran,32,53,1556,55,1093
2020-05-09,Iran,32,53,1529,48,1227
2020-05-10,Iran,32,53,1383,51,1079
2020-05-11,Iran,32,53,1683,45,1279
2020-05-12,Iran,32,53,1481,48,935
2020-05-13,Iran,32,53,1958,50,1071
2020-05-14,Iran,32,53,1808,71,1111
2020-05-15,Iran,32,53,2102,48,1297
2020-05-16,Iran,32,53,1757,35,1311
2020-05-17,Iran,32,53,1806,51,1317
2020-05-18,Iran,32,53,2294,69,1197
2020-05-19,Iran,32,53,2111,62,1512
2020-05-20,Iran,32,53,2346,64,1635
2020-05-21,Iran,32,53,2392,66,1756
2020-05-22,Iran,32,53,2311,51,1712
2020-05-23,Iran,32,53,1869,59,1796
2020-05-24,Iran,32,53,2180,58,1729
2020-05-25,Iran,32,53,2023,34,1912
2020-05-26,Iran,32,53,1787,57,1724
2020-05-27,Iran,32,53,2080,56,1739
2020-05-28,Iran,32,53,2258,63,1812
2020-05-29,Iran,32,53,2819,50,1943
2020-05-30,Iran,32,53,2282,57,1896
2020-05-31,Iran,32,53,2516,63,2021
2020-06-01,Iran,32,53,2979,81,2156
2020-06-02,Iran,32,53,3117,64,2073
2020-06-03,Iran,32,53,3134,70,2129
2020-06-04,Iran,32,53,3574,59,2279
2020-06-05,Iran,32,53,2886,63,2256
2020-06-06,Iran,32,53,2269,75,2297
2020-06-07,Iran,32,53,2364,72,2311
2020-06-08,Iran,32,53,2043,70,2011
2020-06-09,Iran,32,53,2095,74,2097
2020-06-10,Iran,32,53,2011,81,2133
2020-06-11,Iran,32,53,2218,78,2073
2020-06-12,Iran,32,53,2369,75,1986
2020-06-13,Iran,32,53,2430,71,2099
2020-06-14,Iran,32,53,2472,107,1926
2020-06-15,Iran,32,53,2449,113,1916
2020-06-16,Iran,32,53,2563,115,2085
2020-06-17,Iran,32,53,2612,120,2137
2020-06-18,Iran,32,53,2596,87,2179
2020-06-19,Iran,32,53,2615,120,2201
2020-06-20,Iran,32,53,2322,115,2192
2020-06-21,Iran,32,53,2368,116,2207
2020-06-22,Iran,32,53,2573,119,2836
2020-06-23,Iran,32,53,2445,121,2733
2020-06-24,Iran,32,53,2531,133,2936
2020-06-25,Iran,32,53,2595,134,3007
2020-06-26,Iran,32,53,2628,109,2749
2020-06-27,Iran,32,53,2456,125,2809
2020-06-28,Iran,32,53,2489,144,2649
2020-06-29,Iran,32,53,2536,162,2870
2020-06-30,Iran,32,53,2457,147,2578
2020-07-01,Iran,32,53,2549,141,2729
2020-07-02,Iran,32,53,2652,148,2611
2020-07-03,Iran,32,53,2566,154,2348
2020-07-04,Iran,32,53,2449,148,2503
2020-07-05,Iran,32,53,2560,163,2381
2020-07-06,Iran,32,53,2613,160,2753
2020-07-07,Iran,32,53,2637,200,2917
2020-07-08,Iran,32,53,2691,153,2463
2020-01-22,Iraq,33,44,0,0,0
2020-01-23,Iraq,33,44,0,0,0
2020-01-24,Iraq,33,44,0,0,0
2020-01-25,Iraq,33,44,0,0,0
2020-01-26,Iraq,33,44,0,0,0
2020-01-27,Iraq,33,44,0,0,0
2020-01-28,Iraq,33,44,0,0,0
2020-01-29,Iraq,33,44,0,0,0
2020-01-30,Iraq,33,44,0,0,0
2020-01-31,Iraq,33,44,0,0,0
2020-02-01,Iraq,33,44,0,0,0
2020-02-02,Iraq,33,44,0,0,0
2020-02-03,Iraq,33,44,0,0,0
2020-02-04,Iraq,33,44,0,0,0
2020-02-05,Iraq,33,44,0,0,0
2020-02-06,Iraq,33,44,0,0,0
2020-02-07,Iraq,33,44,0,0,0
2020-02-08,Iraq,33,44,0,0,0
2020-02-09,Iraq,33,44,0,0,0
2020-02-10,Iraq,33,44,0,0,0
2020-02-11,Iraq,33,44,0,0,0
2020-02-12,Iraq,33,44,0,0,0
2020-02-13,Iraq,33,44,0,0,0
2020-02-14,Iraq,33,44,0,0,0
2020-02-15,Iraq,33,44,0,0,0
2020-02-16,Iraq,33,44,0,0,0
2020-02-17,Iraq,33,44,0,0,0
2020-02-18,Iraq,33,44,0,0,0
2020-02-19,Iraq,33,44,0,0,0
2020-02-20,Iraq,33,44,0,0,0
2020-02-21,Iraq,33,44,0,0,0
2020-02-22,Iraq,33,44,0,0,0
2020-02-23,Iraq,33,44,0,0,0
2020-02-24,Iraq,33,44,1,0,0
2020-02-25,Iraq,33,44,0,0,0
2020-02-26,Iraq,33,44,4,0,0
2020-02-27,Iraq,33,44,2,0,0
2020-02-28,Iraq,33,44,0,0,0
2020-02-29,Iraq,33,44,6,0,0
2020-03-01,Iraq,33,44,6,0,0
2020-03-02,Iraq,33,44,7,0,0
2020-03-03,Iraq,33,44,6,0,0
2020-03-04,Iraq,33,44,3,2,0
2020-03-05,Iraq,33,44,0,0,0
2020-03-06,Iraq,33,44,5,1,0
2020-03-07,Iraq,33,44,14,1,0
2020-03-08,Iraq,33,44,6,2,0
2020-03-09,Iraq,33,44,0,0,3
2020-03-10,Iraq,33,44,11,1,0
2020-03-11,Iraq,33,44,0,0,12
2020-03-12,Iraq,33,44,0,1,0
2020-03-13,Iraq,33,44,30,1,9
2020-03-14,Iraq,33,44,9,1,2
2020-03-15,Iraq,33,44,6,0,0
2020-03-16,Iraq,33,44,8,0,0
2020-03-17,Iraq,33,44,30,1,6
2020-03-18,Iraq,33,44,10,1,11
2020-03-19,Iraq,33,44,28,1,0
2020-03-20,Iraq,33,44,16,4,6
2020-03-21,Iraq,33,44,6,0,2
2020-03-22,Iraq,33,44,19,3,6
2020-03-23,Iraq,33,44,33,3,0
2020-03-24,Iraq,33,44,50,4,18
2020-03-25,Iraq,33,44,30,2,28
2020-03-26,Iraq,33,44,36,7,2
2020-03-27,Iraq,33,44,76,4,17
2020-03-28,Iraq,33,44,48,2,9
2020-03-29,Iraq,33,44,41,0,12
2020-03-30,Iraq,33,44,83,4,9
2020-03-31,Iraq,33,44,64,4,18
2020-04-01,Iraq,33,44,34,2,12
2020-04-02,Iraq,33,44,44,2,20
2020-04-03,Iraq,33,44,48,0,24
2020-04-04,Iraq,33,44,58,2,33
2020-04-05,Iraq,33,44,83,5,20
2020-04-06,Iraq,33,44,70,3,65
2020-04-07,Iraq,33,44,91,1,29
2020-04-08,Iraq,33,44,80,4,79
2020-04-09,Iraq,33,44,30,0,44
2020-04-10,Iraq,33,44,47,1,54
2020-04-11,Iraq,33,44,39,2,51
2020-04-12,Iraq,33,44,34,4,39
2020-04-13,Iraq,33,44,26,2,77
2020-04-14,Iraq,33,44,22,0,49
2020-04-15,Iraq,33,44,15,1,46
2020-04-16,Iraq,33,44,19,1,44
2020-04-17,Iraq,33,44,48,1,50
2020-04-18,Iraq,33,44,31,1,47
2020-04-19,Iraq,33,44,26,0,56
2020-04-20,Iraq,33,44,35,0,34
2020-04-21,Iraq,33,44,28,1,53
2020-04-22,Iraq,33,44,29,0,50
2020-04-23,Iraq,33,44,46,0,25
2020-04-24,Iraq,33,44,31,3,33
2020-04-25,Iraq,33,44,55,0,20
2020-04-26,Iraq,33,44,57,1,39
2020-04-27,Iraq,33,44,27,1,23
2020-04-28,Iraq,33,44,81,2,33
2020-04-29,Iraq,33,44,75,2,27
2020-04-30,Iraq,33,44,82,1,29
2020-05-01,Iraq,33,44,68,1,39
2020-05-02,Iraq,33,44,66,1,59
2020-05-03,Iraq,33,44,77,2,17
2020-05-04,Iraq,33,44,50,1,54
2020-05-05,Iraq,33,44,85,4,27
2020-05-06,Iraq,33,44,49,0,31
2020-05-07,Iraq,33,44,63,0,24
2020-05-08,Iraq,33,44,60,2,35
2020-05-09,Iraq,33,44,76,3,41
2020-05-10,Iraq,33,44,88,2,32
2020-05-11,Iraq,33,44,51,1,56
2020-05-12,Iraq,33,44,95,2,113
2020-05-13,Iraq,33,44,119,3,63
2020-05-14,Iraq,33,44,111,0,62
2020-05-15,Iraq,33,44,50,2,61
2020-05-16,Iraq,33,44,67,4,37
2020-05-17,Iraq,33,44,144,2,92
2020-05-18,Iraq,33,44,150,4,92
2020-05-19,Iraq,33,44,57,4,56
2020-05-20,Iraq,33,44,113,3,72
2020-05-21,Iraq,33,44,153,6,45
2020-05-22,Iraq,33,44,87,7,49
2020-05-23,Iraq,33,44,308,5,53
2020-05-24,Iraq,33,44,197,8,153
2020-05-25,Iraq,33,44,163,3,73
2020-05-26,Iraq,33,44,216,6,41
2020-05-27,Iraq,33,44,287,6,52
2020-05-28,Iraq,33,44,322,4,67
2020-05-29,Iraq,33,44,416,6,73
2020-05-30,Iraq,33,44,306,10,66
2020-05-31,Iraq,33,44,260,10,46
2020-06-01,Iraq,33,44,429,10,119
2020-06-02,Iraq,33,44,519,20,233
2020-06-03,Iraq,33,44,781,21,587
2020-06-04,Iraq,33,44,672,15,243
2020-06-05,Iraq,33,44,1006,14,235
2020-06-06,Iraq,33,44,1252,33,331
2020-06-07,Iraq,33,44,1268,28,282
2020-06-08,Iraq,33,44,1115,24,386
2020-06-09,Iraq,33,44,787,22,259
2020-06-10,Iraq,33,44,1146,34,383
2020-06-11,Iraq,33,44,1261,31,354
2020-06-12,Iraq,33,44,1095,39,300
2020-06-13,Iraq,33,44,1180,53,647
2020-06-14,Iraq,33,44,1259,58,606
2020-06-15,Iraq,33,44,1106,45,1150
2020-06-16,Iraq,33,44,1385,60,591
2020-06-17,Iraq,33,44,1554,61,908
2020-06-18,Iraq,33,44,1463,83,563
2020-06-19,Iraq,33,44,1635,69,872
2020-06-20,Iraq,33,44,1870,88,1006
2020-06-21,Iraq,33,44,1646,87,724
2020-06-22,Iraq,33,44,1808,67,850
2020-06-23,Iraq,33,44,1826,84,968
2020-06-24,Iraq,33,44,2200,79,1061
2020-06-25,Iraq,33,44,2437,107,1237
2020-06-26,Iraq,33,44,2054,122,808
2020-06-27,Iraq,33,44,2069,101,1079
2020-06-28,Iraq,33,44,2140,96,1184
2020-06-29,Iraq,33,44,1749,83,1852
2020-06-30,Iraq,33,44,1958,104,1786
2020-07-01,Iraq,33,44,2415,107,1507
2020-07-02,Iraq,33,44,2184,110,1645
2020-07-03,Iraq,33,44,2312,102,1688
2020-07-04,Iraq,33,44,2334,106,1477
2020-07-05,Iraq,33,44,2125,105,1940
2020-07-06,Iraq,33,44,1796,94,1724
2020-07-07,Iraq,33,44,2426,118,1511
2020-07-08,Iraq,33,44,2741,94,1627
2020-01-22,Ireland,53.1424,-7.6921,0,0,0
2020-01-23,Ireland,53.1424,-7.6921,0,0,0
2020-01-24,Ireland,53.1424,-7.6921,0,0,0
2020-01-25,Ireland,53.1424,-7.6921,0,0,0
2020-01-26,Ireland,53.1424,-7.6921,0,0,0
2020-01-27,Ireland,53.1424,-7.6921,0,0,0
2020-01-28,Ireland,53.1424,-7.6921,0,0,0
2020-01-29,Ireland,53.1424,-7.6921,0,0,0
2020-01-30,Ireland,53.1424,-7.6921,0,0,0
2020-01-31,Ireland,53.1424,-7.6921,0,0,0
2020-02-01,Ireland,53.1424,-7.6921,0,0,0
2020-02-02,Ireland,53.1424,-7.6921,0,0,0
2020-02-03,Ireland,53.1424,-7.6921,0,0,0
2020-02-04,Ireland,53.1424,-7.6921,0,0,0
2020-02-05,Ireland,53.1424,-7.6921,0,0,0
2020-02-06,Ireland,53.1424,-7.6921,0,0,0
2020-02-07,Ireland,53.1424,-7.6921,0,0,0
2020-02-08,Ireland,53.1424,-7.6921,0,0,0
2020-02-09,Ireland,53.1424,-7.6921,0,0,0
2020-02-10,Ireland,53.1424,-7.6921,0,0,0
2020-02-11,Ireland,53.1424,-7.6921,0,0,0
2020-02-12,Ireland,53.1424,-7.6921,0,0,0
2020-02-13,Ireland,53.1424,-7.6921,0,0,0
2020-02-14,Ireland,53.1424,-7.6921,0,0,0
2020-02-15,Ireland,53.1424,-7.6921,0,0,0
2020-02-16,Ireland,53.1424,-7.6921,0,0,0
2020-02-17,Ireland,53.1424,-7.6921,0,0,0
2020-02-18,Ireland,53.1424,-7.6921,0,0,0
2020-02-19,Ireland,53.1424,-7.6921,0,0,0
2020-02-20,Ireland,53.1424,-7.6921,0,0,0
2020-02-21,Ireland,53.1424,-7.6921,0,0,0
2020-02-22,Ireland,53.1424,-7.6921,0,0,0
2020-02-23,Ireland,53.1424,-7.6921,0,0,0
2020-02-24,Ireland,53.1424,-7.6921,0,0,0
2020-02-25,Ireland,53.1424,-7.6921,0,0,0
2020-02-26,Ireland,53.1424,-7.6921,0,0,0
2020-02-27,Ireland,53.1424,-7.6921,0,0,0
2020-02-28,Ireland,53.1424,-7.6921,0,0,0
2020-02-29,Ireland,53.1424,-7.6921,1,0,0
2020-03-01,Ireland,53.1424,-7.6921,0,0,0
2020-03-02,Ireland,53.1424,-7.6921,0,0,0
2020-03-03,Ireland,53.1424,-7.6921,1,0,0
2020-03-04,Ireland,53.1424,-7.6921,4,0,0
2020-03-05,Ireland,53.1424,-7.6921,0,0,0
2020-03-06,Ireland,53.1424,-7.6921,12,0,0
2020-03-07,Ireland,53.1424,-7.6921,0,0,0
2020-03-08,Ireland,53.1424,-7.6921,1,0,0
2020-03-09,Ireland,53.1424,-7.6921,2,0,0
2020-03-10,Ireland,53.1424,-7.6921,13,0,0
2020-03-11,Ireland,53.1424,-7.6921,9,1,0
2020-03-12,Ireland,53.1424,-7.6921,0,0,0
2020-03-13,Ireland,53.1424,-7.6921,47,0,0
2020-03-14,Ireland,53.1424,-7.6921,39,1,0
2020-03-15,Ireland,53.1424,-7.6921,0,0,0
2020-03-16,Ireland,53.1424,-7.6921,40,0,0
2020-03-17,Ireland,53.1424,-7.6921,54,0,5
2020-03-18,Ireland,53.1424,-7.6921,69,0,0
2020-03-19,Ireland,53.1424,-7.6921,265,1,0
2020-03-20,Ireland,53.1424,-7.6921,126,0,0
2020-03-21,Ireland,53.1424,-7.6921,102,0,0
2020-03-22,Ireland,53.1424,-7.6921,121,1,0
2020-03-23,Ireland,53.1424,-7.6921,219,2,0
2020-03-24,Ireland,53.1424,-7.6921,204,1,0
2020-03-25,Ireland,53.1424,-7.6921,235,2,0
2020-03-26,Ireland,53.1424,-7.6921,255,10,0
2020-03-27,Ireland,53.1424,-7.6921,302,3,0
2020-03-28,Ireland,53.1424,-7.6921,294,14,0
2020-03-29,Ireland,53.1424,-7.6921,200,10,0
2020-03-30,Ireland,53.1424,-7.6921,295,8,0
2020-03-31,Ireland,53.1424,-7.6921,325,17,0
2020-04-01,Ireland,53.1424,-7.6921,212,14,0
2020-04-02,Ireland,53.1424,-7.6921,402,13,0
2020-04-03,Ireland,53.1424,-7.6921,424,22,0
2020-04-04,Ireland,53.1424,-7.6921,331,17,20
2020-04-05,Ireland,53.1424,-7.6921,390,21,0
2020-04-06,Ireland,53.1424,-7.6921,370,16,0
2020-04-07,Ireland,53.1424,-7.6921,345,36,0
2020-04-08,Ireland,53.1424,-7.6921,365,25,0
2020-04-09,Ireland,53.1424,-7.6921,500,28,0
2020-04-10,Ireland,53.1424,-7.6921,1515,24,0
2020-04-11,Ireland,53.1424,-7.6921,839,33,0
2020-04-12,Ireland,53.1424,-7.6921,727,14,0
2020-04-13,Ireland,53.1424,-7.6921,992,31,0
2020-04-14,Ireland,53.1424,-7.6921,832,41,0
2020-04-15,Ireland,53.1424,-7.6921,1068,38,52
2020-04-16,Ireland,53.1424,-7.6921,724,42,0
2020-04-17,Ireland,53.1424,-7.6921,709,44,0
2020-04-18,Ireland,53.1424,-7.6921,778,41,0
2020-04-19,Ireland,53.1424,-7.6921,493,39,0
2020-04-20,Ireland,53.1424,-7.6921,401,77,0
2020-04-21,Ireland,53.1424,-7.6921,388,43,9156
2020-04-22,Ireland,53.1424,-7.6921,631,39,0
2020-04-23,Ireland,53.1424,-7.6921,936,25,0
2020-04-24,Ireland,53.1424,-7.6921,577,220,0
2020-04-25,Ireland,53.1424,-7.6921,377,49,0
2020-04-26,Ireland,53.1424,-7.6921,701,24,0
2020-04-27,Ireland,53.1424,-7.6921,386,15,0
2020-04-28,Ireland,53.1424,-7.6921,229,57,0
2020-04-29,Ireland,53.1424,-7.6921,376,31,4153
2020-04-30,Ireland,53.1424,-7.6921,359,42,0
2020-05-01,Ireland,53.1424,-7.6921,221,33,0
2020-05-02,Ireland,53.1424,-7.6921,343,21,0
2020-05-03,Ireland,53.1424,-7.6921,330,17,0
2020-05-04,Ireland,53.1424,-7.6921,266,16,0
2020-05-05,Ireland,53.1424,-7.6921,211,20,0
2020-05-06,Ireland,53.1424,-7.6921,265,36,3724
2020-05-07,Ireland,53.1424,-7.6921,137,28,0
2020-05-08,Ireland,53.1424,-7.6921,156,26,0
2020-05-09,Ireland,53.1424,-7.6921,219,17,0
2020-05-10,Ireland,53.1424,-7.6921,236,12,0
2020-05-11,Ireland,53.1424,-7.6921,139,9,0
2020-05-12,Ireland,53.1424,-7.6921,107,21,0
2020-05-13,Ireland,53.1424,-7.6921,159,9,2360
2020-05-14,Ireland,53.1424,-7.6921,426,9,0
2020-05-15,Ireland,53.1424,-7.6921,129,12,0
2020-05-16,Ireland,53.1424,-7.6921,92,15,0
2020-05-17,Ireland,53.1424,-7.6921,64,10,0
2020-05-18,Ireland,53.1424,-7.6921,88,4,0
2020-05-19,Ireland,53.1424,-7.6921,51,14,0
2020-05-20,Ireland,53.1424,-7.6921,64,10,1590
2020-05-21,Ireland,53.1424,-7.6921,76,12,0
2020-05-22,Ireland,53.1424,-7.6921,115,9,0
2020-05-23,Ireland,53.1424,-7.6921,76,12,0
2020-05-24,Ireland,53.1424,-7.6921,57,4,0
2020-05-25,Ireland,53.1424,-7.6921,59,2,0
2020-05-26,Ireland,53.1424,-7.6921,37,9,0
2020-05-27,Ireland,53.1424,-7.6921,68,16,1029
2020-05-28,Ireland,53.1424,-7.6921,38,8,0
2020-05-29,Ireland,53.1424,-7.6921,35,6,0
2020-05-30,Ireland,53.1424,-7.6921,53,6,0
2020-05-31,Ireland,53.1424,-7.6921,61,1,0
2020-06-01,Ireland,53.1424,-7.6921,72,2,0
2020-06-02,Ireland,53.1424,-7.6921,4,8,0
2020-06-03,Ireland,53.1424,-7.6921,45,1,609
2020-06-04,Ireland,53.1424,-7.6921,31,5,0
2020-06-05,Ireland,53.1424,-7.6921,21,6,0
2020-06-06,Ireland,53.1424,-7.6921,20,8,0
2020-06-07,Ireland,53.1424,-7.6921,18,1,0
2020-06-08,Ireland,53.1424,-7.6921,6,4,0
2020-06-09,Ireland,53.1424,-7.6921,8,8,0
2020-06-10,Ireland,53.1424,-7.6921,16,4,0
2020-06-11,Ireland,53.1424,-7.6921,7,8,0
2020-06-12,Ireland,53.1424,-7.6921,12,2,0
2020-06-13,Ireland,53.1424,-7.6921,45,0,0
2020-06-14,Ireland,53.1424,-7.6921,8,1,0
2020-06-15,Ireland,53.1424,-7.6921,18,0,0
2020-06-16,Ireland,53.1424,-7.6921,13,3,0
2020-06-17,Ireland,53.1424,-7.6921,7,1,0
2020-06-18,Ireland,53.1424,-7.6921,14,4,0
2020-06-19,Ireland,53.1424,-7.6921,13,0,0
2020-06-20,Ireland,53.1424,-7.6921,6,1,0
2020-06-21,Ireland,53.1424,-7.6921,5,0,0
2020-06-22,Ireland,53.1424,-7.6921,4,2,0
2020-06-23,Ireland,53.1424,-7.6921,8,3,0
2020-06-24,Ireland,53.1424,-7.6921,5,6,666
2020-06-25,Ireland,53.1424,-7.6921,9,1,0
2020-06-26,Ireland,53.1424,-7.6921,9,3,0
2020-06-27,Ireland,53.1424,-7.6921,23,4,0
2020-06-28,Ireland,53.1424,-7.6921,2,1,0
2020-06-29,Ireland,53.1424,-7.6921,23,0,0
2020-06-30,Ireland,53.1424,-7.6921,11,1,0
2020-07-01,Ireland,53.1424,-7.6921,4,2,0
2020-07-02,Ireland,53.1424,-7.6921,12,0,0
2020-07-03,Ireland,53.1424,-7.6921,9,2,0
2020-07-04,Ireland,53.1424,-7.6921,11,1,0
2020-07-05,Ireland,53.1424,-7.6921,18,0,0
2020-07-06,Ireland,53.1424,-7.6921,4,0,0
2020-07-07,Ireland,53.1424,-7.6921,7,1,0
2020-07-08,Ireland,53.1424,-7.6921,4,4,0
2020-01-22,Israel,31,35,0,0,0
2020-01-23,Israel,31,35,0,0,0
2020-01-24,Israel,31,35,0,0,0
2020-01-25,Israel,31,35,0,0,0
2020-01-26,Israel,31,35,0,0,0
2020-01-27,Israel,31,35,0,0,0
2020-01-28,Israel,31,35,0,0,0
2020-01-29,Israel,31,35,0,0,0
2020-01-30,Israel,31,35,0,0,0
2020-01-31,Israel,31,35,0,0,0
2020-02-01,Israel,31,35,0,0,0
2020-02-02,Israel,31,35,0,0,0
2020-02-03,Israel,31,35,0,0,0
2020-02-04,Israel,31,35,0,0,0
2020-02-05,Israel,31,35,0,0,0
2020-02-06,Israel,31,35,0,0,0
2020-02-07,Israel,31,35,0,0,0
2020-02-08,Israel,31,35,0,0,0
2020-02-09,Israel,31,35,0,0,0
2020-02-10,Israel,31,35,0,0,0
2020-02-11,Israel,31,35,0,0,0
2020-02-12,Israel,31,35,0,0,0
2020-02-13,Israel,31,35,0,0,0
2020-02-14,Israel,31,35,0,0,0
2020-02-15,Israel,31,35,0,0,0
2020-02-16,Israel,31,35,0,0,0
2020-02-17,Israel,31,35,0,0,0
2020-02-18,Israel,31,35,0,0,0
2020-02-19,Israel,31,35,0,0,0
2020-02-20,Israel,31,35,0,0,0
2020-02-21,Israel,31,35,1,0,0
2020-02-22,Israel,31,35,0,0,0
2020-02-23,Israel,31,35,0,0,0
2020-02-24,Israel,31,35,0,0,0
2020-02-25,Israel,31,35,0,0,0
2020-02-26,Israel,31,35,1,0,0
2020-02-27,Israel,31,35,1,0,1
2020-02-28,Israel,31,35,1,0,0
2020-02-29,Israel,31,35,3,0,0
2020-03-01,Israel,31,35,3,0,0
2020-03-02,Israel,31,35,0,0,0
2020-03-03,Israel,31,35,2,0,0
2020-03-04,Israel,31,35,3,0,0
2020-03-05,Israel,31,35,5,0,0
2020-03-06,Israel,31,35,17,0,1
2020-03-07,Israel,31,35,6,0,0
2020-03-08,Israel,31,35,18,0,0
2020-03-09,Israel,31,35,0,0,0
2020-03-10,Israel,31,35,14,0,2
2020-03-11,Israel,31,35,4,0,0
2020-03-12,Israel,31,35,21,0,0
2020-03-13,Israel,31,35,26,0,0
2020-03-14,Israel,31,35,29,0,0
2020-03-15,Israel,31,35,58,0,0
2020-03-16,Israel,31,35,5,0,0
2020-03-17,Israel,31,35,32,0,7
2020-03-18,Israel,31,35,54,0,0
2020-03-19,Israel,31,35,123,0,0
2020-03-20,Israel,31,35,102,0,3
2020-03-21,Israel,31,35,183,1,22
2020-03-22,Israel,31,35,171,0,1
2020-03-23,Israel,31,35,188,0,0
2020-03-24,Israel,31,35,167,2,16
2020-03-25,Israel,31,35,1131,2,5
2020-03-26,Israel,31,35,324,3,10
2020-03-27,Israel,31,35,342,4,11
2020-03-28,Israel,31,35,584,0,10
2020-03-29,Israel,31,35,628,3,43
2020-03-30,Israel,31,35,448,1,29
2020-03-31,Israel,31,35,663,4,63
2020-04-01,Israel,31,35,734,6,17
2020-04-02,Israel,31,35,765,10,97
2020-04-03,Israel,31,35,571,4,65
2020-04-04,Israel,31,35,423,4,24
2020-04-05,Israel,31,35,579,5,50
2020-04-06,Israel,31,35,474,8,108
2020-04-07,Israel,31,35,344,8,185
2020-04-08,Israel,31,35,156,8,31
2020-04-09,Israel,31,35,564,13,210
2020-04-10,Israel,31,35,440,9,172
2020-04-11,Israel,31,35,335,6,158
2020-04-12,Israel,31,35,402,2,286
2020-04-13,Israel,31,35,441,13,228
2020-04-14,Israel,31,35,460,7,340
2020-04-15,Israel,31,35,455,7,368
2020-04-16,Israel,31,35,257,12,255
2020-04-17,Israel,31,35,224,9,308
2020-04-18,Israel,31,35,283,13,330
2020-04-19,Israel,31,35,226,8,298
2020-04-20,Israel,31,35,222,5,295
2020-04-21,Israel,31,35,229,7,458
2020-04-22,Israel,31,35,556,5,708
2020-04-23,Israel,31,35,305,3,396
2020-04-24,Israel,31,35,255,2,392
2020-04-25,Israel,31,35,240,5,432
2020-04-26,Israel,31,35,145,2,296
2020-04-27,Israel,31,35,112,3,469
2020-04-28,Israel,31,35,173,6,546
2020-04-29,Israel,31,35,106,5,487
2020-04-30,Israel,31,35,112,7,328
2020-05-01,Israel,31,35,155,3,595
2020-05-02,Israel,31,35,84,4,437
2020-05-03,Israel,31,35,23,3,156
2020-05-04,Israel,31,35,38,3,315
2020-05-05,Israel,31,35,43,3,401
2020-05-06,Israel,31,35,21,1,172
2020-05-07,Israel,31,35,71,1,236
2020-05-08,Israel,31,35,55,5,356
2020-05-09,Israel,31,35,18,2,147
2020-05-10,Israel,31,35,23,5,54
2020-05-11,Israel,31,35,29,6,413
2020-05-12,Israel,31,35,23,2,240
2020-05-13,Israel,31,35,19,4,149
2020-05-14,Israel,31,35,31,1,289
2020-05-15,Israel,31,35,10,1,66
2020-05-16,Israel,31,35,19,2,268
2020-05-17,Israel,31,35,9,4,87
2020-05-18,Israel,31,35,26,4,311
2020-05-19,Israel,31,35,16,2,182
2020-05-20,Israel,31,35,8,1,69
2020-05-21,Israel,31,35,16,0,220
2020-05-22,Israel,31,35,7,0,191
2020-05-23,Israel,31,35,22,0,175
2020-05-24,Israel,31,35,5,0,63
2020-05-25,Israel,31,35,17,2,154
2020-05-26,Israel,31,35,23,0,150
2020-05-27,Israel,31,35,36,0,113
2020-05-28,Israel,31,35,79,3,109
2020-05-29,Israel,31,35,115,0,97
2020-05-30,Israel,31,35,25,0,35
2020-05-31,Israel,31,35,59,1,1
2020-06-01,Israel,31,35,98,0,66
2020-06-02,Israel,31,35,116,5,62
2020-06-03,Israel,31,35,92,1,43
2020-06-04,Israel,31,35,118,0,30
2020-06-05,Israel,31,35,67,0,13
2020-06-06,Israel,31,35,190,4,16
2020-06-07,Israel,31,35,111,3,49
2020-06-08,Israel,31,35,169,0,11
2020-06-09,Israel,31,35,148,1,57
2020-06-10,Israel,31,35,175,0,9
2020-06-11,Israel,31,35,214,1,82
2020-06-12,Israel,31,35,226,0,38
2020-06-13,Israel,31,35,177,0,69
2020-06-14,Israel,31,35,83,0,18
